id,author_id,html_body,public,created_at,parent_ticket_id
410229799408,7858119547,"<div class=""zd-comment""><p dir=""auto"">I can't log into your site. How do I reset my password?</p></div>",True,2017-11-13T16:00:37Z,3180
444710805068,22407851608,"<div class=""zd-comment"">
<span><a href=""/users/24410956807"" class=""atmention"">Beatrix</a></span> can you help me out here with this customers request?<br><br>Thanks!<br>
</div>",False,2018-01-08T18:25:54Z,3180
447683315368,11321745068,"<div class=""zd-comment"">Hi there,<br>Here are our instructions for resetting your password. <br>The Team<br>
</div>",True,2018-01-12T22:15:37Z,3180
410229831588,7858119547,"<div class=""zd-comment""><p dir=""auto"">I can't log into your site. How do I reset my password?</p></div>",True,2017-11-13T16:00:39Z,3183
447683313248,11321745068,"<div class=""zd-comment"">Hi there,<br>Here are our instructions for resetting your password. <br>The Team<br>
</div>",True,2018-01-12T22:15:37Z,3183
409853338447,7858174327,"<div class=""zd-comment""><p dir=""auto"">What are the delivery service fees based on?</p></div>",True,2017-11-13T16:00:41Z,3185
492511576427,360097753587,"<div class=""zd-comment"">Hi <span>Emma</span> ,<br><br>I'll be working with you to resolve your question!<br>

<span class=""collapse-signature""></span><div class=""signature""><p dir=""auto"">Amanda Gamblin<br>
Support Representative</p></div>
</div>",True,2018-03-26T18:16:44Z,3185
409853410827,7929180588,"<div class=""zd-comment""><p dir=""auto"">Hello, I'm highly gluten intolerant. I see you mark gluten-free items on your website. However, will my order travel next to anyone elses? Or does a driver only work on one order at a time. I don't want to have any cross-contamination. Thanks!</p></div>",True,2017-11-13T16:00:46Z,3192
462757645808,360097753587,"<div class=""zd-comment"">All good!<br>
</div>",False,2018-02-05T21:37:02Z,3192
411176569908,7858119547,"<div class=""zd-comment""><p dir=""auto"">Hi, do you have a referral program? I love your service and want to share with friends!</p></div>",True,2017-11-14T22:00:20Z,3212
473503072288,22407851608,"<div class=""zd-comment"">Test!<br>

<span class=""collapse-signature""></span><div class=""signature""><p dir=""auto""><a href=""http://www.zendesk.com"" rel=""noreferrer"">www.zendesk.com</a></p></div>
</div>",True,2018-02-22T17:37:29Z,3212
473503345468,22407851608,"<div class=""zd-comment"">Test!<br><br>
</div>",False,2018-02-22T17:37:56Z,3212
411504209708,7858119547,"<div class=""zd-comment""><p dir=""auto"">Hello!</p></div>",True,2017-11-15T12:21:21Z,3215
480330222748,360097753587,"<div class=""zd-comment"">Hi Marlo,<br><br>Our billing team will take care of you from here. <br><br>

<span class=""collapse-signature""></span><div class=""signature""><p dir=""auto"">Amanda Gamblin<br>
Support Representative</p></div>
</div>",True,2018-03-05T19:23:04Z,3215
411602354648,7858096207,"<div class=""zd-comment""><p dir=""auto"">Call from: +1 (608) 217-3594
<br>Time of call: November 15, 2017 07:33:55 AM
<br>Answered by: Bunk Moreland - CE</p></div>",False,2017-11-15T15:34:15Z,3217
411603146028,7858096207,"<div class=""zd-comment"">
<p dir=""auto"">Inbound call from +1 (608) 217-3594<br>
Call Details:</p>
<p dir=""auto"">Call from: +1 (608) 217-3594<br>
Call to: +1 (201) 380-0398<br>
Time of call: 2017-11-15 15:33:55 UTC<br>
Location: Madison, Wisconsin, United States<br>
Answered by: Bunk Moreland - CE<br>
Length of phone call: 1 minute, 36 seconds<br>
Listen to the recording: <a href=""https://eatwell.zendesk.com/api/v2/channels/voice/calls/CAd60712f7af4e20ae8c9cd36f123aa17b/twilio/call/recording"" rel=""noreferrer"">https://eatwell.zendesk.com/api/v2/channels/voice/calls/CAd60712f7af4e20ae8c9cd36f123aa17b/twilio/call/recording</a></p>
</div>",False,2017-11-15T15:35:31Z,3217
526249811807,360313965087,"<div class=""zd-comment"">Response<br>
</div>",False,2018-05-29T20:56:01Z,3217
411694234728,7929180588,"<div class=""zd-comment""><p dir=""auto"">Hi, are there any future plans to include mid-week farmer's market deliveries?</p></div>",True,2017-11-15T18:00:27Z,3228
462467786587,7858096207,"<div class=""zd-comment"">Hi <span>Jimmy</span>, <br><br>Thanks for your request. I'm looking at this issue as we speak. <br>
</div>",True,2018-02-05T19:19:09Z,3228
411366804127,7858096207,"<div class=""zd-comment""><div>
<div style=""padding: 0 20px""><div style=""border-bottom-color: #DDD; border-bottom-style: solid; border-bottom-width: 1px; display: flex; padding: 15px 0"">
<div style=""color: #555; flex: 1; font-size: 14px; font-weight: 600"">Knowledge Capture</div>
<div style=""color: #555; font-size: 14px; font-weight: 600"">
<span><span>Flagged from <a href=""/agent/#/tickets/3060"" rel=""noreferrer"">ticket #3060</a>.</span> | </span><a href=""/knowledge/articles/222641968?brand_id=1379967"" rel=""noreferrer"">Edit article</a>
</div>
</div></div>
<h1 style=""color: #555; font-size: 20px; font-weight: 600; margin-top: 15px; padding: 0 20px"" dir=""auto"">Delivery Process</h1>
<div style=""color: #777; font-size: 14px; padding: 0 20px"">Jennifer, last edited April 3, 2017</div>
<div><div>
<div style=""border-color: #30aabc; border-radius: 4px 4px 0 0; border-style: dashed dashed solid; border-width: 1px; margin-top: 15px; padding: 15px 20px""><p dir=""auto"">Once a customer requests an item, we'll look for the courier who's closest to the pickup spot and pair them up with the order. </p></div>
<div style=""background-color: #30AABC; border-radius: 0 0 4px 4px; color: #FFF; padding: 15px 20px"">Spelling error where courer should be ""courier""</div>
</div></div>
</div></div>",True,2017-11-15T19:57:55Z,3230
480330216808,360097753587,"<div class=""zd-comment"">Hi Bunk,<br><br>Our billing team will take care of you from here. <br><br>

<span class=""collapse-signature""></span><div class=""signature""><p dir=""auto"">Amanda Gamblin<br>
Support Representative</p></div>
</div>",True,2018-03-05T19:23:04Z,3230
413653506827,27469609507,"<div class=""zd-comment"">
<p dir=""auto"">Chat started: 2017-11-20 02:17 AM UTC
<br>Served by: Aza Coward</p>

<p dir=""auto"">IP: 13.55.49.175
<br>User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36
<br>Country: Australia
<br>City: Sydney
<br>URL: <a href=""https://www.zopim.com/landing/simulate?accountId=42onhcRB2CrwDj4NvsJ5vHzMjLceirJv&amp;subdomain=v2"" target=""_blank"" rel=""nofollow noreferrer"">https://www.zopim.com/landing/simulate?accountId=42onhcRB2CrwDj4NvsJ5vHzMjLceirJv&amp;subdomain=v2</a></p>

<p dir=""auto"">The chat transcript will be appended when the agent or visitor leaves the chat.</p>
</div>",False,2017-11-20T02:18:42Z,3250
414034185248,27469609507,"<div class=""zd-comment"">
<p dir=""auto"">Chat started: 2017-11-20 02:17 AM UTC</p>

<p dir=""auto"">(02:17:46 AM) Visitor 81624601: hello
<br>(02:17:51 AM) *** Aza Coward joined the chat ***
<br>(02:18:41 AM) Aza Coward: Hello Visitor 81624601 </p>

<p dir=""auto"">How can we help?
<br>(02:18:58 AM) Aza Coward: Which color of wrapping paper would you like?
<br>(02:19:11 AM) Visitor 81624601: Blue
<br>(02:19:40 AM) Visitor 81624601 is now known as John.
<br>(02:19:57 AM) Aza Coward: Hello John </p>

<p dir=""auto"">How can we help?
<br>(02:20:04 AM) John is now known as John Smith.
<br>(02:20:27 AM) Aza Coward: Hello</p>

<p dir=""auto"">I haven't heard from you in a few minutes, do you need more time?
<br>(02:20:41 AM) *** Aza Coward left the chat ***</p>
</div>",True,2017-11-20T02:20:42Z,3250
413662814267,27562100148,"<div class=""zd-comment"">
<p dir=""auto"">Chat ended: 2017-11-20 02:50 AM UTC</p>

<p dir=""auto"">Name: John Smith
<br>Email: <a href=""mailto:John@fake.zendeks.com"" rel=""noreferrer"">John@fake.zendeks.com</a>
<br>Phone: –
<br>Notes: –</p>
</div>",False,2017-11-20T02:50:08Z,3250
